STUDY_ID,MIN_SAMPLE,REALM,CLIMATE,HABITAT,PROTECTED_AREA,AREA,BIOME_MAP,TAXA,ORGANISMS,TITLE,AB_BIO,DATA_POINTS,START_YEAR,END_YEAR,CENT_LAT,CENT_LONG,NUMBER_OF_SPECIES,NUMBER_OF_SAMPLES,NUMBER_LAT_LONG,TOTAL,GRAIN_SQ_KM,AREA_SQ_KM,DATE_STUDY_ADDED,ABUNDANCE_TYPE,BIOMASS_TYPE,SAMPLE_DESC_NAME
376,13,Terrestrial,Temperate,Forest and grassland,FALSE,1990040,Temperate broadleaf and mixed forests,Birds,Birds,Monitoring site 1000 forest and grassland research - Bird survey data -1st phase,A,5,2004,2008,35.934682,135.739751,240,1122,316,18417,0,1990044.637,Aug-16,Count,NA,siteID_siteType_env_lat_long_year_month_day
377,496,Terrestrial,Temperate,Forest and grassland,FALSE,3666500,Temperate broadleaf and mixed forests,Birds,Birds,Monitoring site 1000 forest and grassland research - Bird survey data -2nd phase,A,6,2008,2013,33.557627,136.450872,251,8735,437,78253,0.1,3666501.309,Aug-16,Count,NA,siteID_env_lat_long_point_year_month_day
378,1,Marine,Temperate,Intertidal,FALSE,5.51E-06,Temperate shelf and seas ecoregions,Marine invertebrates,intertidal,Calafuria Mid-shore Intertidal Dataset (1991-2014),A,16,1991,2006,43.469365,10.335963,42,95,1,1239,1.00E-08,5.50E-06,Aug-16,Count,NA,sampleArea_lat_long_month_year
379,1,Marine,Temperate,Intertidal,FALSE,5.51E-06,Temperate shelf and seas ecoregions,Marine invertebrates,intertidal,Calafuria Low-shore Intertidal Dataset (1991-2014),A,22,1991,2014,43.469365,10.335963,61,76,1,1153,1.00E-08,5.50E-06,Aug-16,Count,NA,sampleArea_lat_long_month_year
380,1,Terrestrial,Temperate,Chalk grassland,TRUE,6.33E-06,Temperate broadleaf and mixed forests,Terrestrial invertebrates,Butterflies,Monitoring butterfly numbers,A,10,1978,1987,50.8463,0.0552,23,10,1,217,0,6.30E-06,Aug-16,Count,NA,year
381,1,Terrestrial,Temperate,Bushland (urban remnant),TRUE,4.71E-06,"Mediterranean forests, woodlands and scrubs",All,Herpetofauna,Long-term sampling of a herpetofaunal assemblage on an isolated urban bushland,A,7,1986,1992,-31.9333,115.7666,29,7,1,160,0,4.70E-06,Aug-16,Count,NA,year
382,3,Terrestrial,Temperate,Mixed Conifer-Hardwood Forest,FALSE,5.96E-06,Temperate broadleaf and mixed forests,Mammals,Mammals,Small Mammals and Vegetation Changes After Fire in a Mixed Conifer-Hardwood Forest,A,13,1955,1967,47.833333,-91.833333,7,39,1,214,0,6.00E-06,Aug-16,Count,NA,year_plot
383,1,Terrestrial,Temperate,Forest,TRUE,6.09E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Boubin,AB,3,1972,2010,48.977608,13.810909,9,3,1,24,0.4662,6.10E-08,Aug-16,Count,Weight,plot_year
384,1,Terrestrial,Temperate,Forest,TRUE,6.06E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Cahnov-Soutok,AB,3,1973,2006,48.655242,16.94116,14,3,1,40,0.1732,0.1732,Aug-16,Count,Weight,plot_year
385,1,Terrestrial,Temperate,Forest,TRUE,6.10E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Milesice,AB,3,1972,2011,48.984705,13.838607,5,3,1,14,0.0886,0.0886,Aug-16,Count,Weight,plot_year
386,1,Terrestrial,Temperate,Forest,TRUE,6.16E-06,Temperate coniferous forest,Terrestrial plants,Trees,Mionsi-V,AB,2,1994,2009,49.53636,18.660275,6,2,1,12,0.0592,0.0592,Aug-16,Count,Weight,plot_year
387,1,Terrestrial,Temperate,Forest,TRUE,6.16E-06,Temperate coniferous forest,Terrestrial plants,Trees,Mionsi-R,AB,3,1958,2009,49.537746,18.661169,4,3,1,12,0.01,0.01,Aug-16,Count,Weight,plot_year
388,1,Terrestrial,Temperate,Forest,TRUE,6.16E-06,Temperate coniferous forest,Terrestrial plants,Trees,Mionsi-C,AB,3,1957,2014,49.53611,18.654525,5,3,1,15,0.0254,0.0254,Aug-16,Count,Weight,plot_year
389,1,Terrestrial,Temperate,Forest,TRUE,6.06E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Ranspurk,AB,3,1973,2006,48.678817,16.948159,20,3,1,49,0.2225,0.2225,Aug-16,Count,Weight,plot_year
390,1,Terrestrial,Temperate,Forest,TRUE,6.14E-06,Temperate coniferous forest,Terrestrial plants,Trees,Razula,AB,3,1972,2009,49.359792,18.381938,8,3,1,18,0.2284,0.2284,Aug-16,Count,Weight,plot_year
391,1,Terrestrial,Temperate,Forest,TRUE,6.15E-06,Temperate coniferous forest,Terrestrial plants,Trees,Salajka,AB,3,1974,2007,49.401878,18.419515,6,3,1,18,0.1903,0.1903,Aug-16,Count,Weight,plot_year
392,1,Terrestrial,Temperate,Forest,TRUE,6.08E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Stozec,AB,3,1974,2013,48.879723,13.835815,10,3,1,29,0.1621,0.1621,Aug-16,Count,Weight,plot_year
393,1,Terrestrial,Temperate,Forest,TRUE,6.22E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Velka Ples,AB,3,1976,2013,49.989616,13.803386,15,3,1,40,0.1045,0.1045,Aug-16,Count,Weight,plot_year
394,1,Terrestrial,Temperate,Forest,TRUE,6.18E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Zakova hora,AB,3,1974,2011,49.65469,15.990502,10,3,1,26,0.1746,0.1746,Aug-16,Count,Weight,plot_year
395,1,Terrestrial,Temperate,Forest,TRUE,6.06E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Zofin,AB,3,1975,2008,48.666586,14.706818,9,3,1,24,0.742,0.742,Aug-16,Count,Weight,plot_year
396,1,Terrestrial,Temperate,Forest,TRUE,6.22E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Doutnac,AB,2,2006,2016,49.955324,14.153373,22,2,1,44,0.668,0.668,Aug-16,Count,Weight,plot_year
397,1,Terrestrial,Temperate,Forest,TRUE,6.34E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Polednik,AB,2,2002,2010,50.861831,15.153149,6,2,1,11,0.716,0.716,Aug-16,Count,Weight,plot_year
398,1,Terrestrial,Temperate,Forest,TRUE,6.20E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Polom,AB,2,1973,1995,49.789846,15.752199,16,2,1,31,0.1934,0.1934,Aug-16,Count,Weight,plot_year
399,1,Terrestrial,Temperate,Forest,TRUE,6.14E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,V Kluci,AB,2,1973,2000,49.313245,15.522922,8,2,1,15,0.015,0.015,Aug-16,Count,Weight,plot_year
400,1,Terrestrial,Temperate,Forest,TRUE,6.25E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Jirina,A,2,1978,1999,50.236585,14.562981,9,2,1,17,0.0182,0.0182,Aug-16,Count,NA,plot_year
401,1,Terrestrial,Temperate,Forest,TRUE,6.21E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Kohoutov,A,2,1978,1998,49.922466,13.77211,11,2,1,21,0.2529,0.2529,Aug-16,Count,NA,plot_year
402,13,Freshwater,Tropical,River headwater ,FALSE,102.761,Large river headwater ecosystems,Fish,Freshwater fish,Brazil Dataset 6,A,6,2010,2015,-22.047737,-53.824809,74,42,7,926,0,102.7605203,Aug-16,Count,NA,year_plot
403,1,Freshwater,Tropical,Natural ponds and small dams,FALSE,4.29E-06,Small lake ecosystems,Amphibians,Tadpole,Community ecology of anura amphibia at Northwest region of Sao Paulo state,A,7,1989,1995,-21.1833,-49.7,16,7,1,276,0,4.30E-06,Aug-16,Count,NA,year_plot
404,79,Terrestrial,Tropical,Grassland,TRUE,4.32E-06,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Grass,Brazil Dataset 7,A,3,2014,2016,-22.2353,-47.8847,54,239,1,575,1.00E-06,4.30E-06,Aug-16,Density,NA,year_plot
405,40,Terrestrial,Tropical,Grassland,TRUE,40.6313,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Grass,Brazil Dataset 8,A,3,2009,2011,-10.205349,-46.557498,36,120,5,697,0,40.6312579,Aug-16,Density,NA,year_plot
406,11,Terrestrial,Temperate,Grassland,TRUE,4.62E-06,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Grass,Short-term changes caused by fire and mowing in Brazilian?Campos?grasslands with different long-term fire histories,A,3,2005,2007,-30.05,-51.1167,117,33,1,841,0,4.60E-06,Aug-16,Density,NA,year_plot
407,44,Marine,Temperate,Tidal flats,FALSE,0.639818,Temperate shelf and seas ecoregions,Fish,fish,Conicyt-Fondecyt Fish Data,AB,2,2012,2013,-31.320566,-71.422368,15,108,2,293,0,0.6398194,Aug-16,Density,Weight,lat_long_sampMeth_plot_survey_date_depth
408,145,Marine,Temperate,Tidal flats,FALSE,8126.66,Temperate shelf and seas ecoregions,Marine invertebrates,turf algae,Conicyt-Fondecyt Turf Algae Data,B,2,2012,2013,-31.415949,-71.558923,18,369,6,1113,0,8126.659287,Aug-16,NA,Cover,lat_long_sampMeth_plot_survey_date_depth
409,116,Marine,Temperate,Tidal flats,FALSE,8126.66,Temperate shelf and seas ecoregions,Fish,fish,Conicyt-Fondecyt Fish Data,AB,2,2012,2013,-31.415949,-71.558923,20,265,5,798,0,8126.659287,Aug-16,Density,Weight,lat_long_sampMeth_plot_survey_date_depth
412,27,Marine,Temperate,Epipelagic waters,FALSE,7.59893,Tropical seas,Fish,fish,Icthyoplankton data collected from Yenliao Bay in 6 stations northeast of Taiwan (1995-2000),A,6,1995,2000,25.041666,121.941667,214,296,6,1955,0,7.5989306,Aug-16,Density,NA,lat_long_station_month_year
413,3,Terrestrial,Temperate,Woodland,FALSE,5.22E-06,"Temperate grasslands, savannas and shrublands",Birds,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,A,44,1927,1976,39.98333,-88.65,60,177,1,1196,0,5.20E-06,Aug-16,Density,NA,lat_long_year_plotID
414,1,Terrestrial,Temperate,Woodland,FALSE,5.22E-06,"Temperate grasslands, savannas and shrublands",Birds,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,A,48,1924,1976,39.98333,-88.65,48,48,1,963,0,5.20E-06,Aug-16,Density,NA,lat_long_year
415,4,Terrestrial,Temperate,Woodland,FALSE,5.23E-06,"Temperate grasslands, savannas and shrublands",Birds,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,A,8,1949,1967,40.13333,-88.3,45,52,1,310,0,5.20E-06,Aug-16,Density,NA,lat_long_year_plotID
416,3,Terrestrial,Temperate,Woodland,FALSE,5.23E-06,"Temperate grasslands, savannas and shrublands",Birds,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,A,25,1946,1971,40.13333,-88.3,53,118,1,766,0,5.20E-06,Aug-16,Density,NA,lat_long_year_plotID
418,6,Marine,Tropical,Reef,FALSE,299116,Tropical coral,Fish,Fish,Long-term Monitoring of the Great Barrier reef,A,24,1992,2015,-19.41355,149.044723,249,3256,279,147466,0,299115.7317,Aug-16,Presence/Absence,NA,lat_long_date_bottomDepth_date
419,2,Marine,Temperate,Antarctic,FALSE,9.38E-06,Polar ecoregions,Birds,Birds,Data collected aboard cruises off the coast of the Western Antarctic Penninsula,A,19,1993,2011,-64.77,-64.05,54,342,1,3050,0,9.40E-06,Aug-16,Count,NA,lat_long_day_month_year_plot
420,1,Terrestrial,Polar/Temperate,Scandinavian taiga,FALSE,1.89049,Tundra,Birds,Birds,Species composition and population fluctuations of alpine bird communities during 38 years in the Scandinavian mountain range,A,38,1964,2001,67.077,17.435,47,99,2,1010,0,1.8904809,Aug-16,Count,NA,lat_long_site_elevation_year
421,2,Terrestrial,Temperate,Grasslands - tallgrass prairie. lowland hayfields ,TRUE,268.918,"Temperate grasslands, savannas and shrublands",Terrestrial invertebrates,Butterflies,Boulder County Open Space butterfly diversity and abundance,A,3,1999,2000,40.023146,-105.222787,58,314,66,1574,2.00E-04,100,Aug-16,Count,NA,site_date
422,2,Terrestrial,Temperate,Alpine,TRUE,112367,Temperate coniferous forest,Terrestrial invertebrates,Butterflies,Monitoring site 1000 Alpine research - Butterfly Survey,A,6,2009,2014,38.499063,139.313358,43,23,6,159,0.01,112367.025,Aug-16,Count,NA,survey_date_plotID
423,4,Terrestrial,Temperate,Alpine,TRUE,114098,Temperate coniferous forest,Terrestrial invertebrates,Butterflies,Monitoring site 1000 Alpine research - Butterfly Survey,A,6,2009,2014,38.507828,139.329424,46,26,12,180,0.004783,114098.2699,Aug-16,Count,NA,survey_date_plotID
424,79,Terrestrial,Temperate,Alpine,TRUE,4535.86,Temperate coniferous forest,Terrestrial invertebrates,Bumble bees,Monitoring site 1000 Alpine research - Bumblebee Survey,A,5,2010,2014,40.990168,141.042378,7,36,8,132,0.004906286,4535.86362,Aug-16,Count,NA,date_plotID
425,,Marine,Temperate,Seagrass beds,FALSE,11815.5,Temperate shelf and seas ecoregions,Benthos,Benthos,Faunal communities and habitat characteristics of the Big Bend seagrass meadows 2009–2010,A,2,2009,2010,29.188063,-83.279223,319,169,169,5029,0.000158906,11815.49196,Aug-16,Count,NA,site_date_lat_long_depth
426,,Freshwater,Temperate,Lake,FALSE,5.40E-06,Small lake ecosystems,Freshwater invertebrates,Phytoplankton,Phytoplankton time series from Lake Zurich,B,35,1976,2010,47.33,8.56,64,388,1,2082,0,5.40E-06,Sep-16,NA,Volume,lat_long_date
427,,Freshwater,Temperate,Lake,FALSE,5.40E-06,Small lake ecosystems,Freshwater invertebrates,Zooplankton,Zooplankton time series from Lake Zurich,AB,32,1977,2008,47.33,8.56,65,465,1,4819,0,5.40E-06,Sep-16,Count,Volume,lat_long_date
428,,Marine,Temperate,Oceanic waters,FALSE,46031,Temperate shelf and seas ecoregions,All,Mainly fish and some invertebrates,Long term monitoring of fish abundances from coastal SKagerrak,A,97,1919,2015,58.95856,9.768152,59,10725,200,101221,0,46030.97913,Sep-16,Count,NA,lat_long_day_month_year_station_trek_site_flora_code_geoDesc
429,,Marine,Tropical,Reef slope and reef crest,TRUE,208.925,Tropical coral,Marine invertebrates,scleractinian corals,Scleractinian corals from Orpheus and Magnetic Islands 2013 to 2016,B,4,2013,2016,-18.835909,146.653577,180,30,8,734,1.00E-05,208.9248325,Sep-16,NA,Cover,lat_long_date_site_depth
430,,Freshwater,Temperate,Rivers,FALSE,1018300,Small river ecosystems,Fish,Fish,The New Zealand Freshwater Fish Database - Electric fishing - Backpack,A,32,1985,2016,-40.942837,172.499296,57,9457,8984,22054,0,1018302.234,Sep-16,Count,NA,year_catch_east_north
431,,Freshwater,Temperate,Rivers,FALSE,1051170,Small river ecosystems,Fish,Fish,The New Zealand Freshwater Fish Database - Traps- Gee Minnow traps,A,33,1984,2016,-40.633637,172.449936,44,2404,2059,3804,0,1051174.475,Sep-16,Count,NA,month_year_catch_east_north
432,,Freshwater,Temperate,Rivers,FALSE,992159,Small river ecosystems,Fish,Fish,The New Zealand Freshwater Fish Database - Observation (Spotlighting visual),A,19,1998,2016,-40.492606,172.715575,36,1354,1291,3520,0,992158.6953,Sep-16,Count,NA,month_year_catch_east_north
433,,Freshwater,Polar,Lakes,FALSE,1844.67,Small lake ecosystems,Freshwater invertebrates,Zooplankton,Zooplankton density for lake samples collected near Toolik Lake Arctic LTER in the summers (1983-1992 & 1993-2002),A,18,1983,2002,68.631732,-149.384327,18,643,32,2729,0,1844.671555,Sep-16,Count,NA,lake_siteCode_depth_date
434,,Freshwater,Polar,Perennially ice-covered lakes,FALSE,671.267,Small lake ecosystems,Freshwater invertebrates,Phytoplankton,Summer Phytoplankton Densities 1992-2001,A,10,1992,2001,-77.665463,162.710435,50,61,4,450,0,671.266606,Sep-16,Count,NA,limno_run_lat_long_date
435,,Marine,Polar/Temperate,Marine polar waters,FALSE,1169000,Polar ecoregions,Marine invertebrates,Zooplankton,Zooplankton collected with a 2-m 700-um net towed from surface to 120 m aboard Palmer Station Antarctica LTER annual cruises off the western antarctic peninsula 2009 - present,AB,8,2009,2016,-67.094618,-70.979349,40,300,300,5187,0,1169000.128,Sep-16,Count,Volume,cruise_tow_lat_long_date
436,,Marine,Tropical,Reef,FALSE,704.665,Tropical coral,Fish,fish,Karimunjawa WCS fish survey,AB,5,2005,2012,-5.819316,110.362535,394,1056,43,34176,0,704.664814,Sep-16,Density,Weight,lat_long_plot_depth_day_month_year
437,,Marine,Tropical,Reef,FALSE,949.433,Tropical coral,Fish,fish,Aceh WCS fish survey 2010 to 2016,AB,4,2010,2016,5.753012,95.279879,188,63,16,2340,0,596.426049,Sep-16,Density,Weight,lat_long_plot_depth_day_month_year
438,,Marine,Tropical,Reef,FALSE,667.295,Tropical coral,Fish,fish,Aceh WCS fish surveys,AB,7,2006,2014,5.764892,95.219244,598,1097,29,35263,0,667.295566,Sep-16,Density,Weight,lat_long_plot_depth_day_month_year
439,,Terrestrial,Temperate,pine forest ,TRUE,6.89E-06,"Temperate grasslands, savannas and shrublands",Birds,birds,Long-term dynamics of bird populations in pine forests of Ilmen Nature Reserve during the breeding period individuals / km2,A,13,1985,1997,54.504083,60.293995,52,13,1,280,0,6.89E-06,Sep-16,Density,NA,lat_long_method_month_year
440,,Terrestrial,Temperate,pine-birch forest ,TRUE,6.89E-06,"Temperate grasslands, savannas and shrublands",Birds,birds,Long-term dynamics of bird populations in pine-birch forests of Ilmen Nature Reserve during the breeding period individuals / km2,A,13,1985,1997,54.504083,60.293995,68,13,1,493,0,6.89E-06,Sep-16,Density,NA,lat_long_method_month_year
441,,Terrestrial,Temperate,birch forest,TRUE,6.89E-06,"Temperate grasslands, savannas and shrublands",Birds,birds,Long-term dynamics of bird populations in birch forests of Ilmen Nature Reserve during the breeding period individuals / km2,A,13,1985,1997,54.504083,60.293995,61,14,1,384,0,6.89E-06,Sep-16,Count,NA,lat_long_method_month_year
442,,Terrestrial,Temperate,semi-abandoned village,TRUE,6.06E-06,Montane grasslands and shrublands,Birds,birds,Composition and abundance of bird species in the village Matabay in June 1980-1985 (absolute indicators (area 025 km2)),A,6,1980,1985,48.66874,85.65439,33,6,1,145,0,6.06E-06,Sep-16,Count,NA,lat_long_method_month_year
443,,Terrestrial,Temperate,semi-abandoned village,TRUE,6.08E-06,Montane grasslands and shrublands,Birds,birds,Composition and abundance of bird species in the village Verhnjaja Elovka in June 1980-1985 (absolute indicators (area 025 km2)),A,4,1980,1983,48.83331,85.77318,35,4,1,87,0,6.08E-06,Sep-16,Count,NA,lat_long_method_month_year
444,,Terrestrial,Temperate,wetland floodplain,FALSE,6.54E-06,Boreal forests/Taiga,Birds,birds of prey,The dynamics of species composition and abundance of migratory birds of prey in the Irkut River mouth (absolute figures),A,5,1983,1987,52.297299,104.275532,20,5,1,59,0,6.54E-06,Sep-16,Density,NA,lat_long_method_dayMonth_year
445,,Terrestrial,Temperate,floodplain,FALSE,9.98E-06,Large river ecosystems,Birds,waterfowl,A number of waterfowl after periods of breeding and molting in the lower reaches of Ob River (thous. individuals / 22 thous. km2),A,3,1976,1978,66.380246,71.778749,11,3,1,33,0,9.98E-06,Sep-16,Density,NA,lat_long_year
446,,Terrestrial,Temperate,forests agricultural fields and meadows,FALSE,6.87E-06,Temperate broadleaf and mixed forests,Mammals,hunting mammals species,The density of population (ind/1000ha.) of hunting species of mammals in the Republic of Mordovia (Chamzinsky district),A,5,2007,2011,54.407222,45.78,9,5,1,45,0,6.87E-06,Sep-16,Density,NA,lat_long_method_year
447,,Terrestrial,Temperate,forests agricultural fields and meadows,TRUE,3.23E-05,Temperate broadleaf and mixed forests,Mammals,small mammals,Long-term population dynamics of small mammals in the Natural Boundary Morozova Gora (individuals / 100 trap-nights),A,9,2006,2014,52.601389,38.928288,10,9,1,48,0,3.23E-05,Sep-16,Density,NA,lat_long_method_year
448,,Terrestrial,Temperate,forests agricultural fields and meadows,FALSE,7.17E-06,Boreal forests/Taiga,Mammals,small mammals,Number of small mammals in Verkhnyaya Angara basin (accounting period since 20.07 to 20.08 individuals /100 trap-nights,A,4,1979,1982,56.1,111.6,16,4,1,59,0,7.17E-06,Sep-16,Density,NA,lat_long_method_dayMonth_year
449,,Terrestrial,Temperate,forests agricultural fields and meadows,FALSE,6.10E-06,Boreal forests/Taiga,Mammals,small mammals,Indicators of abundance (individuals / 100 trap-nights) of different species of small mammals in different years with using trap grooves and a coefficient characterizing the adverse conditions winter,A,10,2000,2009,49.05,107.18,9,10,1,54,0,6.10E-06,Sep-16,Density,NA,lat_long_station_method_month_year
450,,Marine,Temperate,Mixed marine habitats,FALSE,8.06E-06,Temperate shelf and seas ecoregions,Fish,benthic and demersal fish ,Composition (%) and biomass (thous. tons) of fish species  in Olyutorsky-Navarin area in 2005-2012,B,4,2005,2012,60.233333,168.35,26,4,1,103,0,8.06E-06,Sep-16,NA,Weight,lat_long_method_dayMonth_year
451,,Marine,Temperate,Mixed marine habitats,FALSE,9.12E-06,Temperate shelf and seas ecoregions,Fish,benthic and demersal fish ,Composition (%) and biomass (thous. tons) of fish species  in  Gulf of Anadyr in 2005-2012,B,4,2005,2012,64,-178,20,4,1,78,0,9.12E-06,Sep-16,NA,Weight,lat_long_method_dayMonth_year
452,,Marine,Temperate,Coastal habitats,FALSE,5.86E-06,Temperate shelf and seas ecoregions,Fish,necton,Year-to-year dynamics of total nekton biomass (thous. tons) in the upper epipelagic of the North-West Pacific in June-July of 2000s,B,8,2004,2012,47,160,13,8,1,100,0,5.87E-06,Sep-16,NA,Weight,lat_long_method_month_year_depth
453,,Freshwater,Polar/Temperate,Lake with silty clay bottom in the deep part with sand and pebbles in the coastal in tundra zone,FALSE,1.04E-05,Small lake ecosystems,Freshwater invertebrates,zooplankton,Population dynamics of some species founded in all periods of study in the lake Bolshoi Kharbei in late July - early August (thous.individuals/m3),A,3,1969,2010,67.33,62.53,15,3,1,42,0,1.04E-05,Sep-16,Density,NA,lat_long_year
454,,Freshwater,Temperate,Temperate ponds,FALSE,38017.5,Small lake ecosystems,Freshwater invertebrates,Damselflies,Damselfly abundance data from freshwater ponds around Cairngorms region,A,3,2014,2016,56.992348,-3.124364,6,200,94,522,0,38017.54741,Sep-16,Density,NA,lat_long_day_month_year
455,,Marine,Tropical,Reef slope and reef crest,TRUE,0.000173037,Tropical seas,Marine invertebrates,Sclereactinian corals,Dynamics of a coral reef community,A,3,2003,2005,21.952506,120.769645,58,9,3,160,0,0.000173,Oct-16,MeanCount,NA,lat_long_plot_depth_day_month_year
456,,Marine,Tropical,Reef slope and reef crest,TRUE,4.31E-06,Tropical seas,Marine invertebrates,Sclereactinian corals,Dynamics of a coral reef community,A,6,2003,2010,21.995017,120.7036,133,6,1,443,0,4.00E-06,Oct-16,MeanCount,NA,lat_long_plot_depth_day_month_year
457,,Marine,Tropical,Reef slope and reef crest,TRUE,45.511,Tropical coral,Marine invertebrates,Sclereactinian corals,Dynamics of a coral reef community,A,8,2003,2014,21.944853,120.768636,226,35,8,2297,0,45.51099,Oct-16,MeanCount,NA,lat_long_plot_depth_day_month_year
458,,Terrestrial,Temperate,European forest,FALSE,17.6852,Temperate broadleaf and mixed forests,Terrestrial invertebrates,beetles,Beetles from the Bavarian Forest logged,A,4,2008,2011,49.07963,13.31245,150,88,22,1932,17.68519,2.40E-07,Jun-21,Count,NA,lat_long_plotID_year
459,,Terrestrial,Temperate,European forest,FALSE,17.3967,Temperate broadleaf and mixed forests,Birds,Birds,Birds from the Bavarian Forest logged,A,3,2010,2014,49.07306,13.32112,44,63,21,343,17.39672,0.00535,Jun-21,Count,NA,lat_long_plotID_year
460,,Terrestrial,Temperate,European forest,FALSE,17.5175,Temperate broadleaf and mixed forests,Fungi,fungi,Fungi from the Bavarian Forest logged,A,5,2007,2011,49.07927,13.31226,85,86,19,591,17.51755,0,Jun-21,Count,NA,lat_long_plotID_year
461,,Terrestrial,Temperate,European forest,FALSE,17.5175,Temperate broadleaf and mixed forests,Fungi,lichens,Lichens (obj) from the Bavarian Forest logged,A,5,2007,2011,49.07918,13.31312,20,93,19,544,17.51755,0,Jun-21,Count,NA,lat_long_plotID_year
462,,Terrestrial,Temperate,European forest,FALSE,12.1475,Temperate broadleaf and mixed forests,Fungi,lichens,Lichens (soil) from the Bavarian Forest logged,A,5,2007,2011,49.07695,13.31383,4,21,10,25,12.14752,2.00E-04,Jun-21,Count,NA,lat_long_plotID_year
463,,Terrestrial,Temperate,European forest,FALSE,17.5175,Temperate broadleaf and mixed forests,Terrestrial plants,moss,Mosses (obj) from the Bavarian Forest logged,A,5,2007,2011,49.07755,13.31423,33,93,19,633,17.51755,0,Jun-21,Count,NA,lat_long_plotID_year
464,,Terrestrial,Temperate,European forest,FALSE,17.6852,Temperate broadleaf and mixed forests,Terrestrial plants,moss,Mosses (soil) from the Bavarian Forest logged,,5,2007,2011,49.07584,13.31771,33,120,24,739,17.68519,2.00E-04,Jun-21,Count,NA,lat_long_plotID_year
465,,Terrestrial,Temperate,European forest,FALSE,17.6852,Temperate broadleaf and mixed forests,Terrestrial plants,plants,Plants from the Bavarian Forest logged,B,6,2007,2012,49.08356,13.30759,45,130,22,875,17.68519,2.00E-04,Jun-21,Count,NA,lat_long_plotID_year
466,,Marine,Temperate,Temperate seas,FALSE,733592,Temperate shelf and seas ecoregions,Fish,teleost fishes and elasmobranchs,Trawl Survey Data from Rockall Scotland (1986 - 2008),A,23,1986,2008,56.990544,-9.07255,94,1936,1401,27592,5,733592.1,Nov-16,Count,NA,lat_long_year_depth
467,,Marine,Temperate,Coastal lagoon,FALSE,328.032,Temperate shelf and seas ecoregions,Fish,fish,Spatial and temporal organisation of a coastal lagoon fish community,AB,4,1987,1999,40.675834,-8.684562,72,36,9,819,0,328.031913,Nov-16,Count,Weight,lat_long_yearRange_depth_plot
468,,Marine,Temperate,Kelp forest,FALSE,65.5552,Temperate shelf and seas ecoregions,Benthos,"benthos, kelp and algae",A multi-decade time series of kelp forest community structure at San Nicolas Island California.,A,31,1980,2011,33.245427,-119.508753,151,3568,7,27700,0,65.55521396,Nov-16,Density,NA,lat_long_day_month_year_depthElevation_plot
469,,Marine,Temperate,Kelp forest,FALSE,5054.07,Temperate shelf and seas ecoregions,Benthos,"benthos, kelp and algae",A multi-decade time series of kelp forest community structure at the California Channel Islands.,A,30,1982,2011,33.850818,-119.632225,38,595,33,10443,0,5054.066472,Nov-16,Density,NA,lat_long_day_month_year_depthElevation_plot
471,,Terrestrial,Temperate,Desert Wildlife Refuge,TRUE,4.85E-06,Deserts and xeric shrublands,Terrestrial plants,grasses,Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge,A,10,2004,2013,34.35,-106.88,162,7600,1,37979,0,1,Nov-16,Count,NA,lat_long_year_quad_plot
473,,Terrestrial,Temperate,Northern mixed prairie,FALSE,5.79E-06,"Temperate grasslands, savannas and shrublands",Terrestrial plants,grasses,Fourteen years of mapped permanent quadrats in a northern mixed prairie,A,14,1932,1945,46.316667,-105.8,95,504,1,2350,0,1,Nov-16,Count,NA,lat_long_year_plotID
475,,Terrestrial,Temperate,Boreal forest,FALSE,8.94E-06,Boreal forests/Taiga,Birds,breeding birds,Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest,A,12,1960,1972,63.41667,10.5,34,12,1,327,0,10,Nov-16,Count,NA,lat_long_day_month_year_station_period_quadrat
